sample_id,sensor_id,time,date,temperature,humidity
25669,3,20:02:55,2017-01-02,12.25,93
25671,3,20:33:35,2017-01-02,12.2,97
25673,3,21:04:22,2017-01-02,12.54,94
25675,3,21:34:59,2017-01-02,11.47,97
25677,3,22:05:44,2017-01-02,11.6,100
25679,3,22:36:25,2017-01-02,12.68,95
25681,3,23:07:05,2017-01-02,13.08,90
25683,3,23:37:53,2017-01-02,13.23,88
25685,3,00:08:36,2017-01-03,13.17,86
25687,3,00:39:16,2017-01-03,13,86
25689,3,01:10:36,2017-01-03,13.04,82
25691,3,01:41:15,2017-01-03,12.96,83
25693,3,02:11:55,2017-01-03,12.9,85
25695,3,02:42:32,2017-01-03,13.32,81
25697,3,03:13:11,2017-01-03,13.42,81
25699,3,03:43:50,2017-01-03,12.93,84
25701,3,04:14:29,2017-01-03,12.55,79
25703,3,04:45:09,2017-01-03,11.41,86.75
25705,3,05:15:53,2017-01-03,11.52,92
25707,3,05:46:37,2017-01-03,10.42,96
25709,3,06:17:16,2017-01-03,9.33,100
25711,3,06:47:57,2017-01-03,9.02,100
25713,3,07:18:39,2017-01-03,8.77,100
25715,3,07:49:23,2017-01-03,9.37,96
25717,3,08:20:06,2017-01-03,9.41,96
25719,3,08:50:45,2017-01-03,9.716,96
25721,3,09:21:34,2017-01-03,9.77,96
25723,3,09:52:19,2017-01-03,10.03,92
25725,3,10:23:05,2017-01-03,11.24,81
25727,3,10:53:50,2017-01-03,12.22,70
25729,3,11:24:32,2017-01-03,12.91,61.5
25731,3,11:55:12,2017-01-03,13.47,56.5
25733,3,12:25:54,2017-01-03,13.5,51.5
25735,3,12:56:38,2017-01-03,13.1,50
25737,3,13:27:18,2017-01-03,12.74,50
25739,3,13:58:00,2017-01-03,12.55,47
25741,3,14:28:42,2017-01-03,12.34,46
25743,3,14:59:22,2017-01-03,11.48,51
25745,3,15:30:01,2017-01-03,11.1,52
25747,3,16:00:46,2017-01-03,11.47,50
25749,3,16:31:26,2017-01-03,9.55,53
25751,3,17:02:10,2017-01-03,8.71,51
25753,3,17:32:51,2017-01-03,8.33,49
25755,3,18:03:39,2017-01-03,8.06,47
25757,3,18:34:21,2017-01-03,7.09,52
25759,3,19:05:02,2017-01-03,6.67,57
25761,3,19:35:44,2017-01-03,6.2,60
25763,3,20:06:28,2017-01-03,5.28,63
25765,3,20:37:11,2017-01-03,4.45,66.5
25767,3,21:07:51,2017-01-03,3.88,70
25769,3,21:38:30,2017-01-03,3.45,71
25771,3,22:09:12,2017-01-03,2.67,75.875
25773,3,22:39:52,2017-01-03,1.72,80.75
25775,3,23:10:41,2017-01-03,1.37,85
25777,3,23:41:20,2017-01-03,1.27,82
25779,3,00:12:03,2017-01-04,1.04,82.5
25781,3,00:42:40,2017-01-04,1.24,83
25783,3,01:14:00,2017-01-04,-0.12,88
25785,3,01:44:40,2017-01-04,-0.3,93
25787,3,02:15:20,2017-01-04,-0.88,96
25789,3,02:45:58,2017-01-04,-0.3,92
25791,3,03:16:37,2017-01-04,-0.57,93
25793,3,03:47:18,2017-01-04,-1.25,93
25795,3,04:17:57,2017-01-04,-0.83,93
25797,3,04:48:34,2017-01-04,-1.18,95
25799,3,05:19:12,2017-01-04,-0.8,90
25801,3,05:49:54,2017-01-04,-1.57,93
25803,3,06:20:33,2017-01-04,-1.69,96
25806,3,06:51:13,2017-01-04,-1.86,100
25808,3,07:21:51,2017-01-04,-1.86,100
25810,3,07:52:30,2017-01-04,-1.79,100
25812,3,08:23:13,2017-01-04,-1.32,100
25814,3,08:54:00,2017-01-04,-0.42,97
25816,3,09:24:44,2017-01-04,1.26,87.75
25818,3,09:55:25,2017-01-04,3.52,80.25
25820,3,10:26:06,2017-01-04,5.43,74.8125
25822,3,10:56:49,2017-01-04,6.47,70.40625
25824,3,11:27:30,2017-01-04,6.96,66
25826,3,11:58:13,2017-01-04,8.13,62
25828,3,12:29:01,2017-01-04,8.4,58
25830,3,12:59:41,2017-01-04,8.99,54
25832,3,13:30:34,2017-01-04,9.686,56.5
25834,3,14:01:21,2017-01-04,8.92,59
25836,3,14:32:05,2017-01-04,8.13,63
25838,3,15:02:43,2017-01-04,8.86,66
25840,3,15:33:24,2017-01-04,8.85,65
25842,3,16:04:05,2017-01-04,8.8,67
25844,3,16:34:47,2017-01-04,8.14,68.5
25846,3,17:05:29,2017-01-04,8.15,70
25848,3,17:36:11,2017-01-04,7.25,74.5
25850,3,18:06:52,2017-01-04,7.54,79
25852,3,18:37:38,2017-01-04,7.84,76
25854,3,19:08:21,2017-01-04,7.66,81
25856,3,19:39:08,2017-01-04,7.51,83
25858,3,20:09:49,2017-01-04,7.48,85
25860,3,20:40:37,2017-01-04,7.53,86
25862,3,21:11:18,2017-01-04,7.33,86.75
25863,3,21:17:10,2017-01-04,7.13,87.5
25865,3,21:49:03,2017-01-04,6.73,89
25867,3,22:19:44,2017-01-04,5.77,93.125
25869,3,22:50:27,2017-01-04,5.34,97.25
25871,3,23:21:13,2017-01-04,4.41,100
25873,3,23:51:58,2017-01-04,4.28,100
25875,3,00:22:45,2017-01-05,3.98,100
25877,3,00:53:26,2017-01-05,3.5,100
25879,3,01:24:30,2017-01-05,3.25,100
25881,3,01:55:18,2017-01-05,3.27,100
25883,3,02:26:00,2017-01-05,3.36,100
25885,3,02:56:48,2017-01-05,3.28,100
25887,3,03:27:27,2017-01-05,3.29,100
25889,3,03:58:06,2017-01-05,2.77,100
25891,3,04:28:47,2017-01-05,1.95,100
25893,3,04:59:28,2017-01-05,2.16,100
25895,3,05:30:09,2017-01-05,6.36,85.375
25897,3,06:00:51,2017-01-05,5.54,74.125
25899,3,06:31:30,2017-01-05,5.41,66.28125
25901,3,07:02:07,2017-01-05,5.21,60.140625
25903,3,07:32:46,2017-01-05,4.46,56.0703125
25905,3,08:03:26,2017-01-05,4.31,52
25907,3,08:34:08,2017-01-05,4.36,54
25909,3,09:04:49,2017-01-05,5.34,57
25911,3,09:35:28,2017-01-05,7.52,48
25913,3,10:06:28,2017-01-05,9.67,41.5
25915,3,10:37:08,2017-01-05,10.33,36.25
25917,3,11:07:52,2017-01-05,10.67,34.125
25919,3,11:38:33,2017-01-05,11.34,32
25921,3,12:09:20,2017-01-05,11.18,30
25923,3,12:40:04,2017-01-05,10.48,27
25925,3,13:10:47,2017-01-05,10.53,27
25927,3,13:41:28,2017-01-05,10.49,27
25929,3,14:12:09,2017-01-05,10.36,25
25932,3,14:42:51,2017-01-05,10.16,27
25934,3,15:13:31,2017-01-05,9.6,27
25936,3,15:44:14,2017-01-05,9.51,26
25938,3,16:14:54,2017-01-05,9.93,25
25940,3,16:46:00,2017-01-05,7.76,27
25942,3,17:16:46,2017-01-05,6.79,30
25944,3,17:47:32,2017-01-05,5.7,35
25946,3,18:18:13,2017-01-05,6.42,33
25948,3,18:48:51,2017-01-05,5.48,31
25950,3,19:19:33,2017-01-05,5.7,28
25952,3,19:50:26,2017-01-05,5.88,24
25954,3,20:21:05,2017-01-05,5.74,24
25956,3,20:51:44,2017-01-05,5.26,26
25958,3,21:22:25,2017-01-05,4.51,30
25960,3,21:53:05,2017-01-05,3.38,33
25962,3,22:23:44,2017-01-05,3.98,29.5
25964,3,22:54:24,2017-01-05,3.77,26
25966,3,23:25:05,2017-01-05,3.39,26
25968,3,23:55:48,2017-01-05,2.93,27
25970,3,00:26:28,2017-01-06,2.39,28
25972,3,00:57:06,2017-01-06,2.62,30
25974,3,01:28:25,2017-01-06,1.51,31.5
25976,3,01:59:09,2017-01-06,1.61,33
25978,3,02:29:51,2017-01-06,2.03,37
25980,3,03:00:36,2017-01-06,1.01,36.5
25982,3,03:31:15,2017-01-06,1.18,36
25984,3,04:01:56,2017-01-06,0.94,39
25986,3,04:32:39,2017-01-06,0.04,42.5
25988,3,05:03:18,2017-01-06,0.01,46
25990,3,05:33:57,2017-01-06,-1.41,50
25992,3,06:04:36,2017-01-06,-1.14,54
25994,3,06:35:15,2017-01-06,-2.18,55
25996,3,07:05:54,2017-01-06,-2.47,56
25998,3,07:36:33,2017-01-06,-3.31,58.875
26000,3,08:07:14,2017-01-06,-2.13,61.75
26002,3,08:37:53,2017-01-06,-1.12,61
26004,3,09:08:37,2017-01-06,1.37,52.125
26006,3,09:39:17,2017-01-06,4.01,46.125
26008,3,10:09:57,2017-01-06,5.04,41.5625
26010,3,10:40:38,2017-01-06,5.19,37
26012,3,11:11:18,2017-01-06,5.74,36
26014,3,11:42:00,2017-01-06,6.18,36
26016,3,12:12:51,2017-01-06,5.99,37
26018,3,12:43:37,2017-01-06,6.67,36
26020,3,13:14:18,2017-01-06,6.24,35
26022,3,13:44:57,2017-01-06,6.81,33
26024,3,14:15:38,2017-01-06,6.61,33
26026,3,14:46:16,2017-01-06,7.25,34
26028,3,15:17:01,2017-01-06,6.23,34
26030,3,15:47:43,2017-01-06,6.41,35
26032,3,16:18:28,2017-01-06,5.82,38
26034,3,16:49:09,2017-01-06,2.91,44.5
26036,3,17:19:49,2017-01-06,1.7,49.25
26038,3,17:50:29,2017-01-06,0.58,54
26040,3,18:21:10,2017-01-06,0.29,57
26042,3,18:51:51,2017-01-06,0.58,56
26044,3,19:22:37,2017-01-06,0.4,55
26046,3,19:53:17,2017-01-06,0.49,54
26048,3,20:23:57,2017-01-06,0.65,49
26050,3,20:54:38,2017-01-06,0.68,47
26052,3,21:25:19,2017-01-06,0.43,46
26054,3,21:56:03,2017-01-06,0.28,47
26056,3,22:26:45,2017-01-06,0.43,44
26058,3,22:57:32,2017-01-06,0.65,42
26060,3,23:28:20,2017-01-06,0.67,41
26062,3,23:59:06,2017-01-06,-1.74,48.125
26064,3,00:29:53,2017-01-07,-2.16,54.0625
26066,3,01:00:39,2017-01-07,-2.4,58.03125
26068,3,01:32:07,2017-01-07,-2.44,62
26070,3,02:02:53,2017-01-07,-2.39,59
26072,3,02:33:33,2017-01-07,-2.26,59
26074,3,03:04:13,2017-01-07,-2.31,59
26076,3,03:34:56,2017-01-07,-1.63,54
26078,3,04:05:37,2017-01-07,-1.1,51
26080,3,04:36:20,2017-01-07,-1.32,51
26082,3,05:07:02,2017-01-07,-1.53,52
26084,3,05:37:43,2017-01-07,-1.66,54
26086,3,06:08:19,2017-01-07,-0.77,50
26088,3,06:38:59,2017-01-07,-0.82,50
26090,3,07:09:38,2017-01-07,-1.35,52
26092,3,07:40:16,2017-01-07,-1.77,54
26094,3,08:11:07,2017-01-07,-1.96,57
26096,3,08:41:57,2017-01-07,-1.89,59
26098,3,09:12:43,2017-01-07,-0.39,54
26100,3,09:43:23,2017-01-07,0.88,49
26102,3,10:14:02,2017-01-07,1.63,48
26104,3,10:44:42,2017-01-07,2.58,46
26106,3,11:15:23,2017-01-07,2.88,43
26108,3,11:46:07,2017-01-07,3.55,41
26110,3,12:16:50,2017-01-07,3.1,42
26112,3,12:47:31,2017-01-07,3.37,42
26114,3,13:18:21,2017-01-07,3.88,41
26116,3,13:49:04,2017-01-07,4.52,38
26118,3,14:19:44,2017-01-07,4.78,37
26120,3,14:50:22,2017-01-07,4.54,36
26122,3,15:21:04,2017-01-07,4.69,38
26124,3,15:51:44,2017-01-07,5.12,37
26126,3,16:22:26,2017-01-07,4.51,39
26128,3,16:53:14,2017-01-07,2.1,46.625
26130,3,17:24:00,2017-01-07,0.75,53.125
26132,3,17:54:48,2017-01-07,-0.01,55.96875
26134,3,18:25:27,2017-01-07,0.21,58.8125
26136,3,18:56:16,2017-01-07,0.51,58
26138,3,19:26:57,2017-01-07,-0.26,62.5
26140,3,19:57:41,2017-01-07,-0.94,67
26142,3,20:28:19,2017-01-07,-0.45,67
26144,3,20:59:01,2017-01-07,-0.37,69
26146,3,21:29:43,2017-01-07,-0.39,69
26148,3,22:00:21,2017-01-07,-0.18,67
26150,3,22:31:01,2017-01-07,0.18,70
26152,3,23:01:42,2017-01-07,0.46,65.5
26154,3,23:32:23,2017-01-07,0.71,61
26156,3,00:03:03,2017-01-08,0.73,62
26158,3,00:33:43,2017-01-08,0.7,60
26160,3,01:05:07,2017-01-08,0.79,61
26162,3,01:35:46,2017-01-08,0.81,62
26164,3,02:06:26,2017-01-08,0.84,62
26166,3,02:37:05,2017-01-08,0.77,62
26168,3,03:07:43,2017-01-08,0.82,61
26170,3,03:38:23,2017-01-08,0.85,59
26172,3,04:09:03,2017-01-08,0.94,60
26174,3,04:39:50,2017-01-08,1.06,57
26176,3,05:10:31,2017-01-08,1.17,55
26178,3,05:41:09,2017-01-08,1.38,52
26180,3,06:11:48,2017-01-08,1.21,52.5
26182,3,06:42:25,2017-01-08,1.64,53
26184,3,07:13:05,2017-01-08,1.22,55.5
26186,3,07:43:50,2017-01-08,1.32,58
26188,3,08:14:32,2017-01-08,1.32,58
26190,3,08:45:12,2017-01-08,1.64,60
26192,3,09:15:52,2017-01-08,1.84,58
26194,3,09:46:30,2017-01-08,2.36,56
26196,3,10:17:09,2017-01-08,2.71,51
26198,3,10:47:54,2017-01-08,3.24,52
26200,3,11:18:36,2017-01-08,3.67,49
26202,3,11:49:20,2017-01-08,4.88,47
26204,3,12:20:02,2017-01-08,5.16,45
26206,3,12:50:44,2017-01-08,5.71,47
26208,3,13:21:23,2017-01-08,5.47,49
26210,3,13:52:15,2017-01-08,5.94,49
26212,3,14:23:00,2017-01-08,5.47,52
26214,3,14:53:39,2017-01-08,5.35,52
26216,3,15:24:17,2017-01-08,5.57,51
26218,3,15:55:01,2017-01-08,6.07,52
26220,3,16:25:41,2017-01-08,5.43,55
26222,3,16:56:21,2017-01-08,4.63,58
26224,3,17:27:08,2017-01-08,4.2,60
26226,3,17:57:47,2017-01-08,3.22,64
26228,3,18:28:28,2017-01-08,2.25,68
26230,3,18:59:10,2017-01-08,2.53,68
26232,3,19:29:48,2017-01-08,1.93,69
26234,3,20:00:28,2017-01-08,3.76,65
26236,3,20:31:11,2017-01-08,3.33,61
26238,3,21:01:54,2017-01-08,2.38,64
26240,3,21:32:44,2017-01-08,2.35,62
26242,3,22:03:23,2017-01-08,2.74,60
26244,3,22:34:00,2017-01-08,2.39,61
26246,3,23:04:42,2017-01-08,2.47,60
26248,3,23:35:22,2017-01-08,1.4,64
26250,3,00:06:03,2017-01-09,0.74,68
26252,3,00:36:46,2017-01-09,-0.24,73
26254,3,01:08:06,2017-01-09,-0.4,77
26256,3,01:38:46,2017-01-09,-1.23,81
26258,3,02:09:26,2017-01-09,-1.89,83
26260,3,02:40:06,2017-01-09,-1.69,83
26262,3,03:10:45,2017-01-09,-1.64,82
26264,3,03:41:23,2017-01-09,-2.34,86
26266,3,04:12:03,2017-01-09,-2.98,90.375
26268,3,04:42:43,2017-01-09,-3.84,94.75
26270,3,05:13:22,2017-01-09,-4.13,98
26273,3,05:44:01,2017-01-09,-3.97,100
26275,3,06:14:40,2017-01-09,-3.93,100
26277,3,06:45:18,2017-01-09,-4.34,100
26280,3,07:16:09,2017-01-09,-4.35,100
26282,3,07:46:51,2017-01-09,-4.33,100
26284,3,08:17:32,2017-01-09,-4.08,100
26286,3,08:48:14,2017-01-09,-3.23,97
26288,3,09:18:57,2017-01-09,-2.25,93
26290,3,09:49:46,2017-01-09,-0.75,88
26292,3,10:20:27,2017-01-09,0.65,83
26294,3,10:51:10,2017-01-09,1.67,78
26296,3,11:21:53,2017-01-09,3.31,71.375
26298,3,11:52:34,2017-01-09,5.45,65.375
26300,3,12:23:15,2017-01-09,6.67,60.53125
26302,3,12:54:03,2017-01-09,8.05,55.6875
26304,3,13:24:46,2017-01-09,9.17,52
26306,3,13:55:49,2017-01-09,9.13,55
26308,3,14:26:37,2017-01-09,9.71,55
26310,3,14:57:18,2017-01-09,9.46,57
26312,3,15:28:01,2017-01-09,8.28,59
26314,3,15:58:44,2017-01-09,8.63,58
26316,3,16:29:28,2017-01-09,7.79,61
26318,3,17:00:20,2017-01-09,5.34,68.125
26320,3,17:31:01,2017-01-09,4,75.125
26322,3,18:01:44,2017-01-09,2.28,81.59375
26324,3,18:32:29,2017-01-09,1.55,87.3125
26326,3,19:03:11,2017-01-09,1.02,92.65625
26328,3,19:33:53,2017-01-09,0.98,95.328125
26330,3,20:04:33,2017-01-09,0.56,98
26332,3,20:35:18,2017-01-09,-0.05,97
26334,3,21:06:01,2017-01-09,-0.1,99
26336,3,21:36:41,2017-01-09,-0.03,99
26338,3,22:07:24,2017-01-09,-0.52,100
26340,3,22:38:05,2017-01-09,-0.88,100
26342,3,23:08:42,2017-01-09,-1.41,100
26344,3,23:39:23,2017-01-09,-1.74,100
26346,3,00:10:07,2017-01-10,-1.82,100
26348,3,00:40:45,2017-01-10,-1.54,100
26350,3,01:12:09,2017-01-10,-2.19,100
26352,3,01:42:50,2017-01-10,-1.45,100
26354,3,02:13:28,2017-01-10,-0.47,100
26356,3,02:44:17,2017-01-10,0.02,95
26358,3,03:14:57,2017-01-10,0.06,100
26360,3,03:45:41,2017-01-10,0.78,97.5
26362,3,04:16:20,2017-01-10,0.09,95
26364,3,04:47:02,2017-01-10,0.49,94
26366,3,05:17:45,2017-01-10,0.73,97
26368,3,05:48:26,2017-01-10,1.14,93
26370,3,06:19:05,2017-01-10,0.83,90
26372,3,06:49:44,2017-01-10,2.31,86.5
26374,3,07:20:24,2017-01-10,1.81,83
26376,3,07:51:02,2017-01-10,3.4,73.875
26378,3,08:21:47,2017-01-10,3.77,68.375
26380,3,08:52:32,2017-01-10,4.12,64.6875
26382,3,09:23:13,2017-01-10,4.01,61
26384,3,09:54:01,2017-01-10,4.62,60
26386,3,10:24:42,2017-01-10,5.76,58
26388,3,10:55:24,2017-01-10,7.34,54
26390,3,11:26:09,2017-01-10,7.9,53
26392,3,11:56:49,2017-01-10,7.46,52
26394,3,12:27:32,2017-01-10,7.97,52
26396,3,12:58:14,2017-01-10,7.66,52
26398,3,13:28:55,2017-01-10,7.78,50
26400,3,13:59:34,2017-01-10,7.73,50
26402,3,14:30:21,2017-01-10,7.18,51
26404,3,15:01:12,2017-01-10,6.55,51
26406,3,15:31:53,2017-01-10,5.75,53
26408,3,16:02:38,2017-01-10,5.52,55
26410,3,16:33:21,2017-01-10,4.81,55
26412,3,17:04:07,2017-01-10,3.86,57
26414,3,17:34:46,2017-01-10,3.51,58
26416,3,18:05:36,2017-01-10,3.4,58
26418,3,18:36:15,2017-01-10,3.1,58
26420,3,19:06:58,2017-01-10,2.92,58
26422,3,19:37:41,2017-01-10,2.73,59
26424,3,20:08:28,2017-01-10,2.39,60
26426,3,20:39:10,2017-01-10,2.1,61
26428,3,21:10:00,2017-01-10,1.94,61
26430,3,21:40:50,2017-01-10,1.5,61
26432,3,22:11:33,2017-01-10,1.35,61
26434,3,22:42:17,2017-01-10,0.98,63
26436,3,23:13:03,2017-01-10,1.31,60
26438,3,23:43:42,2017-01-10,1.4,61
26440,3,00:14:23,2017-01-11,1.15,62
26442,3,00:45:03,2017-01-11,0.92,63
26444,3,01:16:25,2017-01-11,0.59,64
26446,3,01:47:06,2017-01-11,0.54,64
26448,3,02:17:45,2017-01-11,0.99,61
26450,3,02:48:24,2017-01-11,0.87,62
26452,3,03:19:08,2017-01-11,0.7,62
26454,3,03:49:53,2017-01-11,0.3,64
26456,3,04:20:32,2017-01-11,0.39,64
26458,3,04:51:11,2017-01-11,-0.11,66
26460,3,05:21:50,2017-01-11,-0.1,66
26462,3,05:52:29,2017-01-11,-0.49,68
26464,3,06:23:08,2017-01-11,-0.62,69
26465,3,06:53:51,2017-01-11,-0.97,71
26467,3,07:24:36,2017-01-11,-1.15,72
26469,3,07:55:16,2017-01-11,-0.905,72
26471,3,08:27:00,2017-01-11,-0.66,72
26473,3,08:57:40,2017-01-11,0.73,67
26475,3,09:28:26,2017-01-11,1.77,62
26477,3,09:59:12,2017-01-11,2.45,59
26479,3,10:30:02,2017-01-11,3.12,57
26481,3,11:00:42,2017-01-11,3.79,54
26483,3,11:31:24,2017-01-11,4.87,51
26485,3,12:02:08,2017-01-11,5.23,50
26487,3,12:32:49,2017-01-11,5.89,48
26489,3,13:03:28,2017-01-11,6.07,46
26491,3,13:34:15,2017-01-11,7.15,45
26493,3,14:04:56,2017-01-11,7.24,43
26495,3,15:09:23,2017-01-11,7.32,41
26497,3,15:40:03,2017-01-11,6.96,42
26499,3,16:10:47,2017-01-11,7.14,41
26501,3,16:41:30,2017-01-11,5.1,48.125
26503,3,17:12:23,2017-01-11,3.34,54.125
26505,3,17:43:19,2017-01-11,1.82,59.5625
26507,3,18:14:01,2017-01-11,1.92,63.28125
26509,3,18:44:42,2017-01-11,2.12,67
26511,3,19:15:24,2017-01-11,2.23,68
26513,3,19:46:15,2017-01-11,2.09,72
26515,3,20:16:55,2017-01-11,2.01,71
26517,3,20:47:41,2017-01-11,2.35,67
26519,3,21:18:22,2017-01-11,2.55,68
26521,3,21:49:03,2017-01-11,2.7,67
26523,3,22:19:44,2017-01-11,2.69,68
26525,3,22:50:28,2017-01-11,3,66
26527,3,23:21:08,2017-01-11,3.22,67
26529,3,23:51:48,2017-01-11,3.14,69
26531,3,00:22:28,2017-01-12,3.27,69
26533,3,00:53:08,2017-01-12,3.14,72
26535,3,01:24:33,2017-01-12,3.46,71
26537,3,01:55:14,2017-01-12,3.73,72
26539,3,02:25:53,2017-01-12,3.72,75
26541,3,02:56:48,2017-01-12,3.95,77
26543,3,03:27:45,2017-01-12,4.39,78
26545,3,03:58:26,2017-01-12,4.72,79
26547,3,04:29:06,2017-01-12,4.66,81
26549,3,04:59:44,2017-01-12,5.26,85
26551,3,05:30:20,2017-01-12,5.5,86
26553,3,06:01:00,2017-01-12,4.36,82
26555,3,06:31:40,2017-01-12,4.13,83
26557,3,07:02:21,2017-01-12,4.18,83
26559,3,07:33:05,2017-01-12,4.35,84
26561,3,08:03:48,2017-01-12,4.43,83
26563,3,08:34:34,2017-01-12,4.56,85
26565,3,09:05:15,2017-01-12,4.765,87
26567,3,09:37:11,2017-01-12,4.97,89
26569,3,10:08:03,2017-01-12,5.4,89
26571,3,10:38:51,2017-01-12,5.83,85
26573,3,11:09:35,2017-01-12,5.99,84
26575,3,11:40:17,2017-01-12,6.41,82
26577,3,12:11:00,2017-01-12,6.87,84
26579,3,12:41:44,2017-01-12,6.72,85
26581,3,13:12:27,2017-01-12,7.19,83
26583,3,13:43:07,2017-01-12,7.09,83
26585,3,14:13:52,2017-01-12,6.94,86
26587,3,14:44:38,2017-01-12,7.47,84
26589,3,15:15:17,2017-01-12,7.3,85
26591,3,15:45:59,2017-01-12,7.32,85
26593,3,16:16:40,2017-01-12,7.06,86
26595,3,16:47:18,2017-01-12,7.01,87
26597,3,17:18:08,2017-01-12,6.8,88
26599,3,17:48:49,2017-01-12,6.6,89
26601,3,18:19:31,2017-01-12,6.26,92
26603,3,18:50:14,2017-01-12,6.64,89
26605,3,19:20:59,2017-01-12,6.68,86
26607,3,19:51:41,2017-01-12,6.61,83
26609,3,20:22:29,2017-01-12,5.79,89.375
26611,3,20:53:11,2017-01-12,5.94,94.6875
26613,3,21:23:54,2017-01-12,6,97.34375
26615,3,21:54:33,2017-01-12,5.84,100
26617,3,22:25:20,2017-01-12,5.88,100
26619,3,22:55:59,2017-01-12,5.87,100
26621,3,23:26:41,2017-01-12,5.72,100
26623,3,23:57:19,2017-01-12,5.95,100
26625,3,00:28:01,2017-01-13,6.03,100
26627,3,00:58:42,2017-01-13,6.42,100
26629,3,01:30:06,2017-01-13,7.29,100
26631,3,02:00:46,2017-01-13,7.52,100
26633,3,02:31:25,2017-01-13,8.21,100
26635,3,03:02:07,2017-01-13,9.14,100
