sample_id,sensor_id,time,date,temperature,humidity
25823,1,11:14:40,2017-01-04,7.98,57
25825,1,11:45:23,2017-01-04,9.85,51
25827,1,12:16:10,2017-01-04,8.61,57
25829,1,12:46:54,2017-01-04,8.64,53
25831,1,13:17:38,2017-01-04,9.06,51
25833,1,13:48:20,2017-01-04,9.31,53
25835,1,14:19:01,2017-01-04,8.64,58
25837,1,14:49:43,2017-01-04,8.86,61
25839,1,15:20:28,2017-01-04,9.44,60
25841,1,15:51:11,2017-01-04,9.56,61
25843,1,16:21:54,2017-01-04,9.42,62
25845,1,16:52:34,2017-01-04,9.62,62
25847,1,17:23:17,2017-01-04,8.75,67
25849,1,17:53:57,2017-01-04,8.5,70
25851,1,18:24:37,2017-01-04,8.81,71
25853,1,18:55:21,2017-01-04,8.73,72
25855,1,19:26:02,2017-01-04,8.66,74
25857,1,19:56:45,2017-01-04,8.52,76
25859,1,20:27:30,2017-01-04,8.53,77
25861,1,20:58:15,2017-01-04,8.3,80
25864,1,21:28:55,2017-01-04,8.36,81
25866,1,22:00:07,2017-01-04,7.89,83
25868,1,22:30:49,2017-01-04,6.58,90
25870,1,23:01:34,2017-01-04,5.41,96
25872,1,23:32:17,2017-01-04,5.39,97
25874,1,00:03:00,2017-01-05,4.75,99
25876,1,00:33:40,2017-01-05,4.66,100
25878,1,01:05:04,2017-01-05,4.14,100
25880,1,01:35:44,2017-01-05,4.01,100
25882,1,02:06:23,2017-01-05,3.94,100
25884,1,02:37:01,2017-01-05,4.61,100
25886,1,03:07:39,2017-01-05,4.08,100
25888,1,03:38:17,2017-01-05,4.74,100
25890,1,04:08:58,2017-01-05,3.62,100
25892,1,04:39:38,2017-01-05,3.55,100
25894,1,05:10:18,2017-01-05,5.17,73
25896,1,05:40:59,2017-01-05,7.19,54
25898,1,06:11:38,2017-01-05,5.85,57
25900,1,06:42:18,2017-01-05,5.36,56
25902,1,07:13:02,2017-01-05,5.79,49
25904,1,07:43:45,2017-01-05,5.69,47
25906,1,08:14:32,2017-01-05,5.77,43
25908,1,08:45:14,2017-01-05,7.76,40
25910,1,09:15:54,2017-01-05,12.54,28
25912,1,09:46:36,2017-01-05,13.12,27
25914,1,10:17:19,2017-01-05,13.18,26
25916,1,10:48:02,2017-01-05,12.83,23
25918,1,11:18:43,2017-01-05,13.19,23
25920,1,11:49:29,2017-01-05,15.22,21
25922,1,12:20:12,2017-01-05,15.66,20
25924,1,12:51:00,2017-01-05,14.9,20
25926,1,13:21:40,2017-01-05,14.94,18
25928,1,13:52:23,2017-01-05,14.53,19
25930,1,14:23:08,2017-01-05,13.88,20
25931,1,14:29:13,2017-01-05,13.23,21
25933,1,14:59:58,2017-01-05,13.64,21
25935,1,15:30:40,2017-01-05,12.57,20
25937,1,16:01:24,2017-01-05,11.55,22
25939,1,16:32:08,2017-01-05,8.94,24
25941,1,17:02:52,2017-01-05,8.15,25
25943,1,17:33:33,2017-01-05,7.17,28
25945,1,18:04:15,2017-01-05,7.24,26
25947,1,18:34:59,2017-01-05,6.88,26
25949,1,19:05:42,2017-01-05,6.46,26
25951,1,19:36:24,2017-01-05,6.9,21
25953,1,20:07:06,2017-01-05,6.69,21
25955,1,20:37:49,2017-01-05,6.41,22
25957,1,21:08:30,2017-01-05,5.72,25
25959,1,21:39:14,2017-01-05,5.01,27
25961,1,22:09:53,2017-01-05,4.07,28
25963,1,22:40:35,2017-01-05,4.5,23
25965,1,23:11:17,2017-01-05,4.92,21
25967,1,23:42:01,2017-01-05,4.06,23
25969,1,00:12:45,2017-01-06,3.6,24
25971,1,00:43:27,2017-01-06,2.76,26
25973,1,01:14:39,2017-01-06,3.12,26
25975,1,01:45:18,2017-01-06,2.7,28
25977,1,02:15:58,2017-01-06,2.13,30
25979,1,02:46:37,2017-01-06,1.86,30
25981,1,03:17:15,2017-01-06,2.2,31
25983,1,03:47:53,2017-01-06,1.33,35
25985,1,04:18:33,2017-01-06,1.3,36
25987,1,04:49:13,2017-01-06,0.98,37
25989,1,05:19:52,2017-01-06,0.79,37
25991,1,05:50:35,2017-01-06,-0.04,40
25993,1,06:21:16,2017-01-06,-0.5,42
25995,1,06:51:56,2017-01-06,-0.15,43
25997,1,07:22:37,2017-01-06,-1.77,49
25999,1,07:53:19,2017-01-06,-1.8,52
26001,1,08:24:00,2017-01-06,-1.17,51
26003,1,08:54:42,2017-01-06,3.97,40
26005,1,09:25:27,2017-01-06,5.65,33
26007,1,09:56:07,2017-01-06,6.35,31
26009,1,10:26:49,2017-01-06,6.81,30
26011,1,10:57:30,2017-01-06,6.97,33
26013,1,11:28:11,2017-01-06,7.72,30
26015,1,11:58:54,2017-01-06,8.03,31
26017,1,12:29:36,2017-01-06,8.75,29
26019,1,13:00:15,2017-01-06,8.59,30
26021,1,13:30:57,2017-01-06,9.04,29
26023,1,14:01:39,2017-01-06,8.09,29
26025,1,14:32:20,2017-01-06,7.38,30
26027,1,15:03:00,2017-01-06,8.23,29
26029,1,15:33:40,2017-01-06,7.54,30
26031,1,16:04:31,2017-01-06,6.63,33
26033,1,16:35:12,2017-01-06,4.54,39
26035,1,17:05:59,2017-01-06,3.58,42
26037,1,17:37:31,2017-01-06,2.77,47
26039,1,18:08:12,2017-01-06,2.57,46
26041,1,18:38:54,2017-01-06,2.08,49
26043,1,19:09:36,2017-01-06,1.75,49
26045,1,19:40:19,2017-01-06,1.47,49
26047,1,20:11:03,2017-01-06,1.49,48
26049,1,20:41:44,2017-01-06,1.43,45
26051,1,21:12:26,2017-01-06,1.22,45
26053,1,21:43:06,2017-01-06,1.02,43
26055,1,22:13:45,2017-01-06,-0.43,51
26057,1,22:44:25,2017-01-06,-0.71,48
26059,1,23:15:07,2017-01-06,-0.71,48
26061,1,23:45:50,2017-01-06,0.31,42
26063,1,00:16:32,2017-01-07,-0.94,49
26065,1,00:47:14,2017-01-07,-1.29,56
26067,1,01:18:40,2017-01-07,-2.45,62
26069,1,01:49:21,2017-01-07,-2.55,61
26071,1,02:20:01,2017-01-07,-1.26,54
26073,1,02:50:39,2017-01-07,-0.56,51
26075,1,03:21:21,2017-01-07,0.64,45
26077,1,03:51:57,2017-01-07,0.73,43
26079,1,04:22:39,2017-01-07,0.89,42
26081,1,04:53:18,2017-01-07,0.69,43
26083,1,05:23:57,2017-01-07,0.72,42
26085,1,05:54:36,2017-01-07,0.44,44
26087,1,06:25:16,2017-01-07,0.58,44
26089,1,06:55:58,2017-01-07,0.51,43
26091,1,07:26:38,2017-01-07,-0.26,48
26093,1,07:57:21,2017-01-07,-0.76,49
26095,1,08:28:01,2017-01-07,0.11,48
26097,1,08:58:42,2017-01-07,1.59,46
26099,1,09:29:22,2017-01-07,3.34,41
26101,1,10:00:02,2017-01-07,3.78,41
26103,1,10:30:45,2017-01-07,3.46,41
26105,1,11:01:27,2017-01-07,4.16,38
26107,1,11:32:07,2017-01-07,4.4,36
26109,1,12:02:48,2017-01-07,6.36,33
26111,1,12:33:34,2017-01-07,5.79,34
26113,1,13:04:13,2017-01-07,4.81,35
26115,1,13:34:54,2017-01-07,6.09,33
26117,1,14:05:35,2017-01-07,6.72,31
26119,1,14:36:33,2017-01-07,4.71,34
26121,1,15:07:18,2017-01-07,6.09,32
26123,1,15:37:59,2017-01-07,6.2,32
26125,1,16:08:41,2017-01-07,6.22,33
26127,1,16:39:23,2017-01-07,3.77,40
26129,1,17:10:02,2017-01-07,2.21,45
26131,1,17:40:44,2017-01-07,1.34,50
26133,1,18:11:27,2017-01-07,1.19,52
26135,1,18:42:11,2017-01-07,0.76,56
26137,1,19:12:55,2017-01-07,0.82,56
26139,1,19:43:45,2017-01-07,0.95,54
26141,1,20:14:26,2017-01-07,0.44,60
26143,1,20:45:15,2017-01-07,0.63,62
26145,1,21:15:56,2017-01-07,0.67,62
26147,1,21:46:38,2017-01-07,1.23,58
26149,1,22:17:22,2017-01-07,0.93,56
26151,1,22:48:02,2017-01-07,1.09,55
26153,1,23:18:45,2017-01-07,1.28,56
26155,1,23:49:27,2017-01-07,1.33,55
26157,1,00:20:19,2017-01-08,1.23,56
26159,1,00:51:01,2017-01-08,1.24,56
26161,1,01:22:33,2017-01-08,1.2,58
26163,1,01:53:15,2017-01-08,1.46,58
26165,1,02:23:55,2017-01-08,1.4,55
26167,1,02:54:35,2017-01-08,1.43,55
26169,1,03:25:14,2017-01-08,1.34,56
26171,1,03:55:54,2017-01-08,1.5,55
26173,1,04:26:34,2017-01-08,1.58,54
26175,1,04:57:12,2017-01-08,1.62,54
26177,1,05:27:51,2017-01-08,1.73,53
26179,1,05:58:31,2017-01-08,1.62,54
26181,1,06:29:12,2017-01-08,1.49,56
26183,1,06:59:51,2017-01-08,1.55,57
26185,1,07:30:31,2017-01-08,1.67,56
26187,1,08:01:13,2017-01-08,1.84,56
26189,1,08:31:56,2017-01-08,1.96,57
26191,1,09:02:37,2017-01-08,2.12,55
26193,1,09:33:19,2017-01-08,2.5,54
26195,1,10:04:03,2017-01-08,3,52
26197,1,10:34:45,2017-01-08,3.24,51
26199,1,11:05:27,2017-01-08,3.72,51
26201,1,11:36:08,2017-01-08,4.88,47
26203,1,12:06:47,2017-01-08,5.61,45
26205,1,12:37:32,2017-01-08,5.91,45
26207,1,13:08:15,2017-01-08,5.92,45
26209,1,13:38:56,2017-01-08,6.49,45
26211,1,14:09:39,2017-01-08,7.26,45
26213,1,14:40:26,2017-01-08,6.85,49
26215,1,15:11:04,2017-01-08,7.19,48
26217,1,15:41:52,2017-01-08,6.98,48
26219,1,16:12:38,2017-01-08,6.51,52
26221,1,16:43:38,2017-01-08,5.81,54
26223,1,17:14:20,2017-01-08,5.15,57
26225,1,17:45:01,2017-01-08,3.58,64
26227,1,18:15:41,2017-01-08,2.51,67
26229,1,18:46:22,2017-01-08,2.3,67
26231,1,19:17:06,2017-01-08,1.42,70
26233,1,19:47:50,2017-01-08,1.44,71
26235,1,20:18:32,2017-01-08,2.66,65
26237,1,20:49:15,2017-01-08,3.38,62
26239,1,21:19:54,2017-01-08,3.52,59
26241,1,21:50:37,2017-01-08,3.62,57
26243,1,22:21:20,2017-01-08,3.24,58
26245,1,22:52:00,2017-01-08,3.34,56
26247,1,23:22:41,2017-01-08,3.14,57
26249,1,23:53:23,2017-01-08,1.14,66
26251,1,00:24:06,2017-01-09,0.34,71
26253,1,00:54:46,2017-01-09,0.74,70
26255,1,01:26:09,2017-01-09,-0.87,77
26257,1,01:56:49,2017-01-09,-1.35,80
26259,1,02:27:29,2017-01-09,-1.3,81
26261,1,02:58:08,2017-01-09,-1.17,80
26263,1,03:28:48,2017-01-09,-0.7,77
26265,1,03:59:28,2017-01-09,-2.08,84
26267,1,04:30:08,2017-01-09,-2.78,88
26269,1,05:00:48,2017-01-09,-2.54,88
26271,1,05:31:26,2017-01-09,-2.87,89.5
26272,1,05:36:38,2017-01-09,-3.2,91
26274,1,06:07:16,2017-01-09,-3.23,91
26276,1,06:37:54,2017-01-09,-2.62,92
26278,1,07:08:34,2017-01-09,-2.7,92.5
26279,1,07:13:40,2017-01-09,-2.78,93
26281,1,07:44:22,2017-01-09,-2.91,94
26283,1,08:15:04,2017-01-09,-2.59,92
26285,1,08:45:48,2017-01-09,-2.29,87
26287,1,09:16:31,2017-01-09,-2,88
26289,1,09:47:15,2017-01-09,-0.57,84
26291,1,10:18:02,2017-01-09,0.61,81
26293,1,10:48:45,2017-01-09,2.11,74
26295,1,11:19:29,2017-01-09,5.79,61
26297,1,11:50:11,2017-01-09,6.83,55
26299,1,12:20:54,2017-01-09,9.4,48
26301,1,12:51:33,2017-01-09,10.39,46
26303,1,13:22:14,2017-01-09,12.09,46
26305,1,13:52:59,2017-01-09,12.23,46
26307,1,14:23:49,2017-01-09,11.14,48
26309,1,14:54:34,2017-01-09,11.02,51
26311,1,15:25:18,2017-01-09,10.19,53
26313,1,15:56:02,2017-01-09,10.46,52
26315,1,16:26:44,2017-01-09,8.9,57
26317,1,16:57:33,2017-01-09,6.57,66
26319,1,17:28:21,2017-01-09,4.96,71
26321,1,17:59:06,2017-01-09,3.53,78
26323,1,18:30:21,2017-01-09,2.97,80
26325,1,19:01:03,2017-01-09,2.93,81
26327,1,19:31:47,2017-01-09,2,86
26329,1,20:02:27,2017-01-09,1.87,89
26331,1,20:33:10,2017-01-09,1.21,88
26333,1,21:03:55,2017-01-09,1.23,88
26335,1,21:34:35,2017-01-09,0.94,89
26337,1,22:05:17,2017-01-09,1.14,89
26339,1,22:35:58,2017-01-09,0.47,91
26341,1,23:06:40,2017-01-09,0.16,93
26343,1,23:37:21,2017-01-09,-0.57,96
26345,1,00:08:04,2017-01-10,-0.79,96
26347,1,00:38:43,2017-01-10,-1.07,98
26349,1,01:10:09,2017-01-10,-0.47,96
26351,1,01:40:49,2017-01-10,-0.07,95
26353,1,02:11:28,2017-01-10,0.56,91
26355,1,02:42:08,2017-01-10,1.11,91
26357,1,03:12:49,2017-01-10,0.92,90
26359,1,03:43:28,2017-01-10,0.97,88
26361,1,04:14:06,2017-01-10,1.2,87
26363,1,04:44:46,2017-01-10,1.06,89
26365,1,05:15:25,2017-01-10,1.49,86
26367,1,05:46:04,2017-01-10,2.17,81
26369,1,06:16:44,2017-01-10,2.25,80
26371,1,06:47:24,2017-01-10,2.09,83
26373,1,07:18:05,2017-01-10,2.36,76
26375,1,07:48:47,2017-01-10,2.13,75
26377,1,08:19:28,2017-01-10,3.06,68
26379,1,08:50:08,2017-01-10,3.39,66
26381,1,09:20:50,2017-01-10,4.48,62
26383,1,09:51:40,2017-01-10,5.51,58
26385,1,10:22:22,2017-01-10,7.05,52
26387,1,10:53:08,2017-01-10,8.47,48
26389,1,11:23:50,2017-01-10,8.25,49
26391,1,11:54:39,2017-01-10,8.39,49
26393,1,12:25:21,2017-01-10,8.07,50
26395,1,12:56:06,2017-01-10,9.37,46
26397,1,13:26:47,2017-01-10,9.16,46
26399,1,13:57:30,2017-01-10,8.3,47
26401,1,14:28:13,2017-01-10,7.56,49
26403,1,14:58:55,2017-01-10,7.34,47
26405,1,15:29:36,2017-01-10,6.45,50
26407,1,16:00:26,2017-01-10,6.14,52
26409,1,16:31:08,2017-01-10,5.55,52
26411,1,17:01:49,2017-01-10,4.62,55
26413,1,17:32:34,2017-01-10,4.49,55
26415,1,18:03:15,2017-01-10,4.14,55
26417,1,18:34:03,2017-01-10,3.9,55
26419,1,19:04:45,2017-01-10,3.74,55
26421,1,19:35:28,2017-01-10,3.42,56
26423,1,20:06:10,2017-01-10,3.27,56
26425,1,20:37:06,2017-01-10,3.28,55
26427,1,21:07:46,2017-01-10,2.83,56
26429,1,21:38:31,2017-01-10,2.63,56
26431,1,22:09:14,2017-01-10,3,54
26433,1,22:39:55,2017-01-10,2.95,53
26435,1,23:10:37,2017-01-10,2.33,55
26437,1,23:41:20,2017-01-10,2.26,56
26439,1,00:12:02,2017-01-11,1.96,58
26441,1,00:42:43,2017-01-11,1.69,59
26443,1,01:14:07,2017-01-11,1.85,58
26445,1,01:44:47,2017-01-11,1.91,57
26447,1,02:15:29,2017-01-11,1.59,58
26449,1,02:46:11,2017-01-11,1.95,57
26451,1,03:17:25,2017-01-11,1.75,57
26453,1,03:48:04,2017-01-11,1.1,60
26455,1,04:18:44,2017-01-11,1.23,60
26457,1,04:49:24,2017-01-11,0.9,62
26459,1,05:20:02,2017-01-11,0.78,62
26461,1,05:50:41,2017-01-11,0.31,64
26463,1,06:21:21,2017-01-11,0.51,64
26466,1,07:22:48,2017-01-11,-1.53,72
26468,1,07:53:30,2017-01-11,-1.45,72
26470,1,08:24:13,2017-01-11,0.09,68
26472,1,08:55:00,2017-01-11,1.77,62
26474,1,09:25:46,2017-01-11,5.8,49
26476,1,09:56:27,2017-01-11,5.55,49
26478,1,10:27:10,2017-01-11,4.79,50
26480,1,10:57:53,2017-01-11,5.28,50
26482,1,11:28:36,2017-01-11,6.05,47
26484,1,11:59:16,2017-01-11,6.35,46
26486,1,12:29:56,2017-01-11,7.73,41
26488,1,13:00:36,2017-01-11,7.61,41
26490,1,13:31:17,2017-01-11,9.8,37
26492,1,14:01:59,2017-01-11,9.71,37
26494,1,15:04:39,2017-01-11,9.38,36
26496,1,15:35:27,2017-01-11,8.97,36
26498,1,16:06:11,2017-01-11,8.04,36
26500,1,16:36:54,2017-01-11,6.4,41
26502,1,17:07:35,2017-01-11,4.79,47
26504,1,17:38:17,2017-01-11,3.29,54
26506,1,18:09:06,2017-01-11,2.8,59
26508,1,18:39:46,2017-01-11,3.35,60
26510,1,19:10:27,2017-01-11,3.42,60
26512,1,19:41:11,2017-01-11,3.31,62
26514,1,20:11:55,2017-01-11,3.13,61
26516,1,20:42:39,2017-01-11,3.42,62
26518,1,21:13:24,2017-01-11,3.47,61
26520,1,21:44:07,2017-01-11,3.56,63
26522,1,22:14:48,2017-01-11,3.54,64
26524,1,22:45:29,2017-01-11,3.82,62
26526,1,23:16:18,2017-01-11,4.41,61
26528,1,23:47:00,2017-01-11,4.3,62
26530,1,00:17:40,2017-01-12,4.4,64
26532,1,00:48:21,2017-01-12,4.32,65
26534,1,01:19:40,2017-01-12,4.52,67
26536,1,01:50:26,2017-01-12,4.45,69
26538,1,02:21:04,2017-01-12,4.03,72
26540,1,02:51:43,2017-01-12,4.64,74
26542,1,03:22:24,2017-01-12,4.86,74
26544,1,03:53:04,2017-01-12,4.52,76
26546,1,04:23:43,2017-01-12,4.63,79
26548,1,04:54:23,2017-01-12,5.04,81
26550,1,05:25:04,2017-01-12,6.3,83
26552,1,05:55:45,2017-01-12,6.22,83
26554,1,06:26:25,2017-01-12,5.74,80
26556,1,06:57:06,2017-01-12,5.46,79
26558,1,07:27:48,2017-01-12,5.41,83
26560,1,07:58:33,2017-01-12,5.33,81
26562,1,08:29:15,2017-01-12,5.43,81
26564,1,08:59:57,2017-01-12,5.64,81
26566,1,09:30:40,2017-01-12,5.33,86
26568,1,10:01:24,2017-01-12,5.49,88
26570,1,10:32:06,2017-01-12,6.14,86
26572,1,11:02:54,2017-01-12,6.57,82
26574,1,11:33:38,2017-01-12,7.01,83
26576,1,12:04:26,2017-01-12,7.2,83
26578,1,12:35:08,2017-01-12,7.32,82
26580,1,13:05:49,2017-01-12,7.65,81
26582,1,13:36:30,2017-01-12,7.15,82
26584,1,14:07:13,2017-01-12,7.49,82
26586,1,14:37:54,2017-01-12,7.56,82
26588,1,15:08:36,2017-01-12,7.8,82
26590,1,15:39:23,2017-01-12,7.9,81
26592,1,16:10:21,2017-01-12,7.7,81
26594,1,16:41:02,2017-01-12,7.46,83
26596,1,17:11:48,2017-01-12,7.64,82
26598,1,17:42:28,2017-01-12,7.34,84
26600,1,18:13:12,2017-01-12,7.27,84
26602,1,18:43:55,2017-01-12,7.77,82
26604,1,19:14:37,2017-01-12,7.74,78
26606,1,19:45:21,2017-01-12,7.38,84
26608,1,20:16:04,2017-01-12,7.2,86
26610,1,20:46:48,2017-01-12,7.16,90
26612,1,21:17:30,2017-01-12,6.74,98
26614,1,21:48:10,2017-01-12,6.68,100
26616,1,22:18:50,2017-01-12,6.78,100
26618,1,22:49:35,2017-01-12,6.59,100
26620,1,23:20:16,2017-01-12,6.4,100
26622,1,23:50:57,2017-01-12,6.66,100
26624,1,00:21:39,2017-01-13,6.83,100
26626,1,00:52:21,2017-01-13,7.05,100
26628,1,01:23:39,2017-01-13,8.32,100
26630,1,01:54:20,2017-01-13,8.54,100
26632,1,02:25:01,2017-01-13,9.26,100
26634,1,02:55:42,2017-01-13,9.73,100
26636,1,03:26:27,2017-01-13,10.91,100
26638,1,03:57:07,2017-01-13,11.78,97
26640,1,04:27:49,2017-01-13,11.45,100
26642,1,04:58:28,2017-01-13,12.61,100
26644,1,05:29:09,2017-01-13,13.83,100
26646,1,05:59:49,2017-01-13,14.39,89
26648,1,06:30:26,2017-01-13,14.47,88
26650,1,07:01:05,2017-01-13,14.74,87
